"577F0D19-3282-406A-9C95-05A02CC0744F","NV","FOR NAUSEA AND VOMITING","PARA NAUSEA Y VOMITOS","000097","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"61A6D102-C211-4C47-AD34-05BCFAD73528","T1F","TAKE 1 FILM","TOMAR 1 CINE","","1.0000","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"2EBD1C50-23ED-413A-A0AD-05DB8A5070FF","AS","IN THE LEFT EAR","EN EL OIDO IZQUIERDO","065390","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"62495A75-C204-4834-BE17-05DF33DC328D","BACK","FOR BACK","PARA ESPALDA","000412","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"84A115DA-81EB-48C7-B62E-0654E1CD489A","QON","EVERY OTHER NIGHT","EN NOCHES ALTERNAS","000787","","0.5000","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"838B955B-A8A0-428A-8EAC-065B0373CC37","U4D","USE 4 DROPS","USO 4 GOTAS","000141","0.2000","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"85DE2E36-1FF0-4ABC-94A9-0699C4868D1A","CD","FOR COLD","PARA EL CATARRO","000059","","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"5F9D02B4-790E-47AC-BA07-06CC56BB230B","TAD","TAKE AS DIRECTED","TOME COMO SE INDICA","000810","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"6F8986B9-48A9-41D9-8DDE-076A777EF140","THEN","THEN","ENTONCES","000222","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"CCC97584-45FE-4427-AEF0-07A1E95527F1","NKPA","FOR NECK PAIN","PARA EL DOLOR DE CUELLO","000532","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"12B25520-E622-435C-A744-07A562D846E3","ULCER","ULCER","ULCERA","000234","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"3C4D1385-B4E4-41A9-A4E4-080FC25DFFF4","X2N","FOR 2 NIGHTS","POR 2 NOCHES","000713","","","2","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"01C10261-27EC-4EB5-9224-091FDFDEF65A","SUPPER","SUPPER","CENA","000282","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"900CD6B4-A0D4-4BCE-B664-094AC1888069","X1D","FOR ONE DAY","POR UN DIA","000499","","","1","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"864BFCF8-EA64-478B-BB33-095508141101","1/4","1/4","1/4","000681","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"9F967478-16C9-416F-B6A1-0A38F046D888","MWFS","MONDAY,WEDNESDAY,FRIDAY & SATURDAY","LUNES, MIERCOLES, VIERNES, Y SABADO","000475","","0.5714","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"C0B14BD8-1011-453E-B5F0-0A4757B0C70C","ONCE","ONCE","UNA VEZ","000253","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"4BB30E09-D263-4793-8B20-0A47B285C306","TDT","TODAY","HOY","000408","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"F0DCBDBB-F227-42E7-B853-0A63CBDC445F","1/2","ONE-HALF","1/2","000299","0.5000","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"B5712637-09FA-423D-9EF8-0A9E2E429C23","FRI","FRIDAY","VIERNES","000267","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"EF27B341-F9BC-4231-9C3B-0AA27FCC2718","PACKET","PACKET","PAQUETE","000444","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"CEC7C8CD-EAFF-4EEA-92E4-0AC0DAD5419F","CRDIA","FOR CRAMPS AND DIARRHEA","PARA LOS CALAMBRES Y DIARREA","000205","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"263B7BE5-158D-4009-B2ED-0B1271D1E3E7","STOP","STOP","DETENER","000611","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"B21F3285-7048-4599-870B-0B5029459293","Q2-3H","EVERY TWO TO THREE HOURS","CADA 2 A TRES HORAS","000286","","12.0000","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"43DF150E-A057-4F13-B02B-0BF97ED951AD","RTHAND","RIGHT HAND","MANO DERECHA","000579","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"27055041-4CA4-4CDC-A08F-0CB307C6022E","BLADDER","FOR BLADDER","PARA LA VEJIGA","000394","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"D618D6BF-9F37-4718-AB9F-0D1771137038","BM","BOWEL MOVEMENT","HASTA QUE TENGA RAGULARIDAD","000454","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"CD742D57-DD9C-44CB-982D-0D3510A619CD","PLASTIC","PLASTIC","PLASTICO","000228","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"694349D5-3569-4462-9781-0D7DEB2005D7","X3MONS","FOR 3 MONTHS","POR 3 MESES","000463","","","90","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"48D6ADED-237A-4675-A10C-0D8F35A4A404","LC","FOR LEG CRAMPS","PARA CALAMBRES EN LAS PIERNAS","000347","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"346249EB-3AFC-4BA8-8932-0DD1B198C00E","CON","FOR CONSTIPATION","PARA EL ESTRENIMIENTO","000085","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"A8BC3DF9-9F1A-42AB-A488-0E4372AFB6BF","LIPS","LIPS","LABIOS","000546","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"EC9AAF2F-3846-4B94-AF31-0EF385BB19DC","PRN","AS NEEDED","CUANDO SEA NECESARIO","000010","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"E3FF3583-A9A3-4F80-A023-108620AFC262","HANDS","HANDS","MANOS","000503","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"CFACA406-6B94-4A73-A9B1-10B3ADF7B5B0","T13C","TAKE 1 TO 3 CAPSULES","TOMAR 1 A 3 CÁPSULAS","","3.0000","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"ECCCD8E7-6AD3-4472-AD5D-10E22319C9F0","THIGHS","THIGHS","MUSLOS","000755","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"56474F0A-CAC9-49C4-8DDB-1159206B14E6","T2-3T","TAKE 2 TO 3 TABLETS","TOMAR DE 2 A 3 TABLETAS","000643","3.0000","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"1D87A038-F786-438D-879E-1198A41AE544","T23T","TAKE 1 TO 3 TABLETS","TOMAR 2 A 3 TABLETAS","","3.0000","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"5F6A078A-895D-487B-BADC-11FA5F76746C","U3-4D","USE 3 OR 4 DROPS","UTILICE 3 O 4 GOTAS","000416","0.2000","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"1B5BB769-8C81-47AF-A2BB-121CC82C1B24","MWF","ON MONDAY, WEDNESDAY AND FRIDAY","EN LUNES, MIERCOLES, Y VIERNES","000420","","0.4286","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"B5B89464-F4EA-4CD1-A494-125EF902A6E8","PCHS","AFTER MEALS AND AT BEDTIME","DESPUÉS DE LAS COMIDAS Y AL ACOSTARSE","","","4.0000","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"3775EC0D-0790-4F99-BF48-128BE6F23C5F","WHZ","FOR WHEEZING","PARA EL PITIDO AL RESPIRAR","000109","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"757A394B-1CA3-426E-A70F-12AECE3D37D5","T7T","TAKE 7 TABLETS","TOMAR 7 TABLETAS","","7.0000","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"69D1EEB5-6525-4030-9B63-12E34DACFE2D","SPRAYS","SPRAYS","ROCIADAS","000505","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"F799A2CF-8565-4160-A992-139ED3BEE8EB","SMALL","SMALL","PEQUENO","000695","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"34BA9797-6B7C-4EFA-83A4-13F6163123B8","X15SEC","FOR 15 SECONDS","DURANTE 15 SEGUNDOS","000774","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"BA34D3EB-5201-4F7E-9B48-14030F4B1EC0","T1C","TAKE ONE CAPSULE","TOME UNA CAPSULA","000006","1.0000","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"95E58B3C-ABE4-48BD-AC19-143E493FD17A","T11/2S","TAKE 1&1/2 TEASPOONFUL","TOMA 1 1/2 CUCHARADITA","000509","7.5000","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"A677DFAA-71EC-439A-9922-147020C9505E","4XWK","4 TIMES WEEKLY","CUATRO VECES POR SEMANA","000771","","0.5714","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"DE7C624F-7ADD-4020-9572-149A0831FC3E","SOAKING","SOAKING","REMOJO","000603","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"81114251-FB5C-47D3-898C-158BC43904E6","INDI","INDIGESTION","INDIGESTION","000595","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"B0192FDB-EEB2-4825-BD35-160550660CD3","OOD","ON ODD DAYS","EN LOS DIAS IMPARES","000385","","0.5000","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"334B75D9-F894-4D12-933C-1656E0A22390","X24D","FOR 24 DAYS","DURANTE 24 DIAS","000778","","","24","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"0969B433-A35B-41F6-9232-1698C87175D9","SIN","FOR SINUS","PARA LA SINOSITIS","000213","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"338D155B-7217-498F-9BB3-16F1B05D26D3","REFPRN","REFILL AS NEEDED","RELLENAR SEGUN SEA NECESARIO ","000243","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"06D5BC00-1352-42E2-BD86-197AF6E1CA50","X1WK","FOR ONE WEEK","POR UNA SEMANA","000549","","","7","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"36CDE36A-AF93-4482-B9AA-1980B3517164","D16-26","DAYS 16-26","DIAS 16-26","000541","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"41C4EC99-0238-4011-87EA-19B8153C589A","RASH","TO RASH","A LA ERUPCION ","000270","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"9C90FE16-B3BF-4E4D-BB4D-19D601D0688C","X2D","FOR 2 DAYS","POR 2 DIAS","000291","","","2","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"FFD53CA6-AE3A-4495-A03B-1A01F363E2E6","8","EIGHT","OCHO","000190","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"5EA6BACB-041C-4871-A85A-1A3F43BC419D","BOTH","BOTH","AMBOS","000218","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"5898F740-5A78-42C4-B45F-1A4241130177","3-4","3 TO 4","3 A 4","000780","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"47CBD185-D9CB-4B21-A5F7-1AA3CB273C8B","DC","DIAPER CHANGE","CAMBIO DEL PANAL","000757","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"E036B324-DDEC-466A-9353-1AD2C54F767B","TBSP","TABLESPOONFUL","CUCHARADA","000844","15.0000","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"CABD6C6E-7064-4E2F-AA8E-1B2E7CADA8EC","PERRASH","FOR PERIANAL RASH","PARA LA DERMATITIS PERIANAL","000528","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"A51CC500-A49A-4A87-80A6-1B8680767004","WOUND","TO WOUND","PARA HERIR","000761","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"268B46A5-FF19-48FC-AC0C-1BAE59272E7A","HA","FOR HEADACHE","PARA EL DOLOR DE CABEZA","000029","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"EEB93854-D5F8-4B42-A4E4-1C075646FD5B","TF","TO FINGERS","PARA LOS DEDOS","000184","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"288E9AB6-B9DC-4D29-B5F2-1C8027093EB1","ONSET","ONSET","CONMIENZO","000689","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"031016FB-18A8-4ED4-A998-1D35768D4888","KUP","TAKE ONE TABLET AT ONSET OF MIGRAINE; REPEAT EVERY 2 HOURS","TOME UNA TABLETA AL INICIO DE LA MIGRANA; REPETIR CADA 2 HORAS ","000850","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"C110959A-C8BB-4AD0-A92C-1D5E144CA227","PUF","PUFFS","ROCIADA","000195","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"1A476527-7CC7-4322-803E-1D9ABE39BB88","RELAXING","RELAXING","RELAJANTE","000428","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"A413D41F-15E6-4A6D-BB02-1DAB2CE1AAAE","EUO","EMERGENCY USE ONLY","SOLO EL USO DE EMERGENCIA ","000631","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"0C2862AC-75BB-4125-84F4-1DBE99EDBEED","ACHES","ACHES","DOLORES","000564","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"9257849E-4622-4D16-88F6-1E2556A49570","PO","BY MOUTH","POR LA BOCA","000043","0.0000","0.0000","0","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"6E1A5E42-23D6-4312-BDA1-1E9CE652A208","[MSG]","HAVE A GOOD DAY.","TENGA UN BUEN DÍA.","000830","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"1789A754-7E1E-4030-BC48-1F3A98836134","UFF","UNTIL USED UP FOR INFECTION","HASTA QUE SE USARON PARA LA INFECCIÓN","000041","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"D3477599-2472-4382-A547-1F450B5CC4B5","JP","FOR JOINT PAIN","PARA EL DOLOR EN LAS COYONTURAS","000316","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"084E3A05-6CC4-404C-9EB0-1F6EB8E92A87","3/4","3/4","3/4","000598","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"2C1C43BF-D7A3-4381-B50A-1FADB1852D3E","&","&","Y","000375","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"0D49ECA1-13F2-4E46-8327-1FE1C59DB6FD","AND","AND","Y","000022","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"DEED0490-5DB9-4289-9683-2065BF901A6C","SPA","FOR SEVERE PAIN","PARA EL DOLOR SEVERO","000182","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"CEDA8930-8964-4BEB-8A8A-20F6FE582349","D1.5F","DISSOVLE 1 AND 1/2 FILMS","DISSOVLE 1 Y 1/2 DE CINE","","1.5000","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"94A6D874-4923-43B6-B747-2118B72E5C48","U1D","USE 1 DROP","UTILIZAR 1 GOTA","000138","0.0500","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"7DD1D16C-5CC6-47CC-8815-21A091521A65","EXCEPT","EXCEPT","EXCEPTO","000706","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"650C2EFC-2BEE-4604-80B6-223AE966C2E0","BEFORE","BEFORE","ANTES","000231","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"406EE3C2-FE94-4386-9A2A-230C7F3E3155","X21D","FOR 21 DAYS","POR 21 DIAS","000544","","","21","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"4DC3D4B5-D8DA-46B9-A70D-23A50AC48E9C","SORE","SORE","LLAGA","000386","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"54C1128E-F4CA-4747-AFFB-23A924A9C34D","IVB","INSERT ONE APPLICATORFUL VAGINALLY AT BEDTIME","INSERTE UN APLICADOR LLENO VAGINALMENTE AL ACOSTARSE","000344","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"6DF054FE-F2AF-4EF5-ABC4-23E0F36BB0BA","TID","THREE TIMES DAILY","TRES VECES AL DIA","000048","","3.0000","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"2DFC9C01-5CB3-423E-B3D1-23EC3BE7F8FE","QID","FOUR TIMES DAILY","4 VECES AL DIA","000007","","4.0000","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"219AA813-5E9C-48B8-98BB-24474DFE2CF0","UPSTOM","UPSET STOMACH","MALESTAR ESTOMACAL","000672","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"921B70B9-0C22-4340-96E0-247550AD54BA","WASH","WASH","LAVAR","000304","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"659CE398-2873-4CD8-8D10-24EA5B597BD0","IT","FOR ITCHING","PARA LA PICAZON","000125","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"A6F9E2F4-80B5-46EC-B03D-2571A938FDDE","TLC","TO LOOSEN CONGESTION","PARA AFLOJAR LA CONGESTIÓN","000737","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"27771AD9-2324-4CCF-BBBC-25C786CE304A","SUCK","SUCK","CHUPAR","000669","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"1BFC81B1-92CA-46AE-A946-26BB4183E4AB","T5S","TAKE 5 TEASPOONFULS","TOME  5 CUCHARADITAS","000358","25.0000","","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"2DABD004-F842-435A-B543-278815F41667","2X","TWICE","DOS VECES","000382","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"7C087F6A-55F5-4DCF-945D-2820AFAF11EA","RESTLESS","FOR RESTLESSNESS","PARA LA INQUIETUD","000563","","","","0","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"B4F25A50-C8F3-4265-97DB-288550EC8826","ONLY","ONLY","SOLO","000264","","","","","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
"0E1FBACC-6999-4F6A-A005-28CAE0689959","3-4XD","THREE TO FOUR TIMES DAILY","TRES O CUATRO VECES AL DIA","531","","4.0000","","1","","","","2DBD3435-FE93-4D79-8AAF-6D258A98FED7","30-Oct-2017 11:27:08","","0","","","","",""
